0	2830760.0	2771840.0	2820190.0	2777380.0
10	2257170.0	2170220.0	1996660.0	1947300.0
20	1965030.0	1915110.0	1720540.0	1658380.0
30	1798140.0	1612060.0	1517730.0	1468900.0
40	1586700.0	1337850.0	1240590.0	1244050.0
50	1403870.0	1260720.0	1166870.0	1081300.0
60	1258080.0	1186160.0	1070340.0	996132
70	1166910.0	1083710.0	938037	923679
80	1093720.0	992716	867647	845949
90	979881	912249	830689	779498
100	965895	853632	767680	788096
