128000  21.8e6	21.8e6	13.2e6	16.6e6
1000000 22.9e6	25.5e6	13.2e6	16.6e6
2000000 23.0e6	22.0e6	13.2e6	16.5e6
4000000 23.2e6	22.3e6	13.2e6	16.6e6
8000000 23.6e6	21.2e6	13.2e6	16.7e6
