128e3   22.0e6	22.5e6	13.3e6	16.8e6
1e6 24.6e6	24.0e6	13.38e6	17.0e6
2e6 25.8e6	25.1e6	13.3e6	16.9e6
4e6 26.0e6	25.5e6	13.3e6	16.9e6
8e6 25.8e6	25.7e6	13.38e6	17e6
