1e6	22.07505519e3	648.5504514e3	663.5393098e3	1
5e6	21.54522342e3	547.7752031e3	564.5903222e3	1
10e6	19.13436149e3	600.0369571e3	617.1338304e3	1
20e6	13.23907115e3	685.3224412e3	704.2795559e3	1
20e6	21.62162162e3	535.5285615e3	550.8841835e3	0
40e6	10.915124e3	1100.457379e3	1121.31373e3 	1
40e6	18.02563271e3	452.8126112e3	468.3479165e3	0
