1	19519.0
2	37984.65
3	54577.05
4	70987.3
5	81690.15
6	89096.0
7	103359.55
8	110209.1
9	133829.75
10	143598.5
11	150552.6
12	130049.8
13	168171.3
14	173471.7
15	182977.5
16	209662.35
17	203708.75
18	203531.8
19	209315.75
20	207648.6
21	210411.95
22	210137.75
23	210695.65
24	210399.95
25	208119.35
26	213004.15
27	209931.8
28	209387.4
29	212419.7
30	211691.85
31	215410.35
32	212267.25
33	216207.2
34	215119.0
35	217510.3
36	210700.9
37	218408.45
38	212933.45
39	217314.55
40	203161.55
41	214246.0
42	215023.05
43	211670.45
44	212667.4
45	210214.2
46	214442.75
47	216682.4
48	221858.95
49	224649.55
50	225018.9
51	224834.4
52	225093.4
53	223027.5
54	223263.55
55	227564.7
56	223731.45
57	224869.25
58	227799.3
59	223632.85
60	213960.8
61	229212.2
62	227977.55
63	221503.1
64	227065.35
65	230882.45
66	229526.15
67	227948.15
68	226430.7
69	231574.85
70	229650.3
71	224810.85
72	224641.1
73	222114.9
74	234185.85
75	225190.15
76	226515.8
77	225173.05
78	231418.25
79	225340.05
80	225044.75
81	224360.15
82	232006.0
83	230977.1
84	234218.25
85	233208.6
86	230003.9
87	232149.25
88	220704.3
89	231914.4
90	232282.0
91	233285.4
92	233587.85
93	233692.1
94	231304.35
95	232859.85
96	225767.65
97	231760.45
98	230997.95
99	231110.15
100	231901.15
