1	11354.2
2	22317.35
3	32021.5
4	42849.7
5	48516.7
6	52733.3
7	56793.2
8	62509.35
9	72396.4
10	87773.6
11	92395.05
12	92735.25
13	77047.5
14	102739.15
15	110214.95
16	123453.65
17	121100.15
18	121590.05
19	123653.6
20	123646.65
21	122658.2
22	121407.8
23	121609.8
24	123079.65
25	123330.35
26	121336.15
27	120975.05
28	119327.55
29	121897.2
30	122593.9
31	120947.15
32	121811.7
33	121282.35
34	117432.85
35	120984.85
36	120444.2
37	120409.1
38	119249.35
39	119962.05
40	119970.55
41	120372.4
42	115433.3
43	120267.45
44	118124.65
45	118680.1
46	118667.4
47	120982.15
48	119681.0
49	117570.5
50	117848.5
51	118581.05
52	117048.35
53	119038.45
54	121581.7
55	118733.95
56	119561.45
57	117626.9
58	118659.05
59	114246.15
60	117872.4
61	118639.9
62	119424.05
63	117722.85
64	117085.2
65	115906.45
66	117183.9
67	117662.35
68	118104.9
69	118320.8
70	119386.0
71	119054.35
72	119220.7
73	115536.85
74	115424.4
75	119537.85
76	117147.85
77	118535.2
78	116841.55
79	116839.9
80	116376.75
81	117445.3
82	116867.0
83	114948.45
84	115445.4
85	116875.45
86	114638.65
87	115896.3
88	112900.45
89	114209.2
90	112465.0
91	113486.3
92	113277.65
93	112828.85
94	111785.3
95	114433.65
96	110473.0
97	111251.95
98	113375.05
99	113596.9
100	112780.2
